x,y
1.922636988791936474e+01,-2.013671349235318075e+01
1.744259936082909235e+01,-1.770305875294784670e+01
1.254944543315146355e+01,-1.783668629633097424e+01
1.888295163952284739e+01,-2.251857473673231880e+01
1.947092644390430394e+01,-1.821343408921732276e+01
1.543741451913970764e+01,-1.896636288601629872e+01
1.634113063007670519e+01,-1.569478151064472549e+01
1.724579039189083218e+01,-2.027980374164348376e+01
1.085008283483092661e+01,-1.356250710574607332e+01
1.662273727366963882e+01,-1.535183582601114516e+01
1.284728748495818706e+01,-2.465903894911314254e+01
1.297012425191291030e+01,-2.245487469726631602e+01
1.656323896306399845e+01,-2.019048857951629472e+01
1.055926557076606009e+01,-2.160052042890852420e+01
1.691289710221719034e+01,-2.109461387168781599e+01
1.601436208297848296e+01,-2.151574757875285826e+01
2.188127166953736946e+01,4.582999922799324111e+01
2.787644811931463451e+01,4.018033974425006960e+01
2.572718970791549609e+01,4.450718689874373979e+01
2.941845887914713131e+01,4.489697954583315465e+01
2.125648127898577400e+01,4.406571648603826930e+01
3.427034207056809834e+01,4.128263131991805324e+01
2.526058222386724950e+01,3.980537446445755023e+01
3.257061811476376789e+01,4.520240304819748189e+01
2.797392957573008587e+01,4.189354580203501399e+01
2.832597589405339278e+01,3.766403203733509031e+01
2.701074829216386064e+01,4.790757845277008897e+01
2.252753876915254594e+01,4.713569721636741150e+01
3.331124298507189962e+01,4.363301811686321230e+01
3.078266768817834276e+01,4.231856688703827274e+01
2.212521161488103161e+01,4.383966952747928758e+01
2.457193267440818474e+01,5.020798944478730164e+01
2.858245783355382486e+01,4.511434183453052071e+01
3.070319007336272676e+01,4.664287574370884926e+01
3.165204995031696455e+01,4.296272170479115005e+01
2.873530745691625654e+01,4.476882929348641937e+01
2.895933535919603941e+01,3.826288899557039258e+01
2.573492877042408722e+01,4.383991846935983716e+01
2.482303975905403348e+01,3.473758837955214318e+01
2.550347101221411705e+01,4.346400898492439069e+01
2.485968687511029884e+01,4.433154586364711491e+01
2.635031345762740784e+01,4.001019720182382144e+01
3.045913822214271605e+01,4.622320160144265344e+01
2.721165627939063469e+01,4.309110938598409035e+01
3.071641853405878564e+01,4.404558859918155633e+01
2.870512081887073563e+01,4.331229191594431427e+01
3.344234093186901902e+01,3.961277477128781754e+01
2.495444154972682682e+01,5.031388551873866533e+01
2.738805311193710779e+01,4.686639928078001560e+01
2.950430522680652246e+01,4.168700213612606120e+01
3.351997416456475776e+01,4.588838137627440261e+01
2.636735699374609965e+01,4.766548091432514411e+01
3.176293420945710722e+01,4.009891786864690744e+01
2.804351958057495864e+01,4.641460456506894161e+01
2.189600173580332054e+01,4.212189366764139464e+01
2.501914246146234078e+01,4.058787198389612882e+01
2.467974234335376948e+01,4.002045127735043195e+01
2.361301291342569542e+01,4.547057271623150143e+01
2.670425435534562197e+01,4.095351189549168680e+01
2.653768111666660090e+01,4.274402342263564947e+01
2.257202029097892293e+01,4.998643889628125692e+01
2.703440169446350794e+01,3.632360099681427812e+01
2.758013453870092491e+01,3.956435922503890623e+01
2.863416382733680265e+01,4.721593170050487487e+01
3.502951019589165327e+01,4.286100791227788420e+01
3.273975231918934270e+01,4.492939610354628144e+01
3.288589567170210159e+01,4.873182460730190257e+01
2.609968396765982490e+01,4.576921216349616373e+01
2.980234170390247073e+01,4.768315773516494005e+01
3.248269064363369552e+01,4.550788463663278094e+01
3.030451911459034875e+01,4.729158890902375845e+01
3.080274050362401539e+01,4.259614994090449613e+01
2.710444729199041447e+01,4.345167759042993083e+01
2.767386296061022222e+01,4.426387161115034985e+01
2.412732134499340830e+01,4.579060813515367556e+01
2.934616439230128648e+01,4.458484087205047786e+01
3.218898345561105145e+01,4.660016838313512011e+01
2.609131641597496198e+01,4.345146908571457800e+01
2.719783187230098065e+01,4.764775404472484155e+01
3.130213231275439512e+01,4.218675818962024238e+01
2.783149069651434715e+01,4.788928965987236808e+01
2.309217681409643674e+01,4.235368744665493779e+01
2.893119983757181757e+01,4.420241484182121638e+01
2.087535978779623136e+01,4.347071433168139265e+01
2.843898445889839621e+01,4.275908003252342837e+01
2.752016600866556217e+01,4.424906688721925008e+01
2.167363576616846643e+01,4.517866956818951252e+01
3.061814772936673990e+01,3.975864136920243652e+01
2.680471848335910323e+01,4.418320933266686268e+01
2.241428668120674672e+01,3.917059205722898696e+01
2.662780902670932903e+01,4.473517701371563504e+01
2.191964872582866519e+01,4.434380643254268506e+01
2.817587457022244024e+01,4.268277558014860773e+01
2.791361646585555434e+01,4.320516748028617116e+01
3.161711647769874389e+01,4.770743221952867685e+01
3.344596839761130980e+01,4.131127167858700489e+01
2.563833531140369715e+01,4.476730459765526149e+01
3.319653183137670993e+01,5.004579033338409744e+01
2.833690570806551534e+01,4.489089366416139626e+01
2.669486995771448434e+01,3.516955859355313407e+01
3.075262334798734898e+01,4.202340301384686683e+01
3.001302469981509802e+01,4.471198499735831433e+01
3.437501008443379646e+01,3.586468883894515614e+01
3.348455173924782713e+01,4.735275007957668691e+01
2.652356229675412180e+01,4.523054147142823211e+01
3.098812614365902718e+01,4.695107685048984081e+01
2.257221659204675035e+01,4.391334747439934461e+01
2.544664086853159901e+01,4.132781314590890531e+01
3.084826156289386745e+01,4.351989645881661772e+01
2.668069913303915897e+01,4.794300616599308995e+01
2.620584376272930882e+01,4.369683851202324121e+01
2.881574572881721252e+01,4.655576780301956319e+01
2.826974787527932520e+01,4.591838553239161769e+01
2.789096366416633543e+01,4.288677566771941940e+01
2.467416154774918979e+01,4.499568146364905630e+01
3.281154538587610148e+01,4.454617114611973960e+01
-3.675043934017898550e+01,-2.642876163092100938e+01
-3.624216779557320933e+01,-2.500564520487160181e+01
-3.632306817020555201e+01,-3.036888457425824228e+01
-3.701685081003864752e+01,-2.919396984272788487e+01
-3.948715326522569313e+01,-2.028191658274577591e+01
-3.651727039379118622e+01,-2.308113594652626688e+01
-3.763910876127814475e+01,-2.192497065825508074e+01
-3.440113409908057207e+01,-2.542427813999840325e+01
-3.472273576331027556e+01,-2.190090121855014971e+01
-3.531930441745992511e+01,-2.700908617897527364e+01
-3.507496869606224976e+01,-3.270482251842940968e+01
-3.710681438682990319e+01,-2.544099973458816777e+01
-2.672758978013312259e+01,-2.970479589400035536e+01
-3.021357509541465802e+01,-2.754057421931216254e+01
-2.830838192429243705e+01,-2.953635183554685995e+01
-3.144729191278324976e+01,-3.089175820660067728e+01
-3.596226884603733254e+01,-2.830180442714020472e+01
-3.635001289637035882e+01,-2.961932431641110952e+01
-3.830936784075440471e+01,-2.576027100239574352e+01
-3.709359766205859188e+01,-2.379947431062117502e+01
-3.715521067533970268e+01,-2.268454808327837213e+01
-3.943864152625941699e+01,-1.995810045513327324e+01
-3.114412475235685207e+01,-3.133383299366281349e+01
-3.094260748773446679e+01,-2.794308599023611350e+01
-3.536232830655295345e+01,-2.626240175079502848e+01
-4.065291020168297109e+01,-3.005307323170583089e+01
-3.393174240688541943e+01,-1.975613543404823957e+01
-3.060566508593166191e+01,-3.381450806649929319e+01
-3.715349574858860393e+01,-3.169951695271063130e+01
-3.756923083537444796e+01,-1.968465776182917892e+01
-3.591937997479445244e+01,-2.289512004762818975e+01
-3.726269784225673476e+01,-2.562072976677174907e+01
-3.666301053114399622e+01,-2.562101404378723402e+01
-3.255794987084375691e+01,-2.931821486571975655e+01
-3.392438952039145761e+01,-2.561737647521455585e+01
-3.889143574962042038e+01,-2.579945969015445684e+01
-3.565957536981574805e+01,-2.440625337005138107e+01
-3.179737690995017019e+01,-2.287684605110290548e+01
-3.497688436735589335e+01,-2.827089700457228716e+01
-4.202925379294429575e+01,-2.674493773916276496e+01
-3.238779856097616516e+01,-2.340252942126548064e+01
-3.101116884310114585e+01,-3.243006136941317408e+01
-2.788506662888676857e+01,-2.437193388926942816e+01
-3.789219263931929049e+01,-2.440858531980983415e+01
-3.914750887555397441e+01,-2.562964826062509260e+01
-4.026217287897349451e+01,-2.035322420927302289e+01
-4.162652958393626790e+01,-2.417794595282524028e+01
-3.292390981788659587e+01,-2.800388054850146702e+01
-3.629044687348660858e+01,-2.220556165310301822e+01
-3.382296794941848361e+01,-2.469692822980599090e+01
-3.401279430283587146e+01,-2.077547300852874201e+01
-3.898494606921431682e+01,-2.019226308242366841e+01
-3.958324427126851930e+01,-2.164456818948294270e+01
-3.312083363028028771e+01,-2.609530860075810921e+01
-3.704558279180720604e+01,-1.952901211465410114e+01
-3.685505914980235787e+01,-2.108502659750158514e+01
-3.691602693549759806e+01,-2.701385036968520836e+01
-4.192190397348579722e+01,-2.535969519093838898e+01
-3.631639189338419271e+01,-3.025121224290553457e+01
-3.511225351252451787e+01,-2.408781039541885249e+01
-3.572288933651291387e+01,-2.582984347386635804e+01
-3.723415616486472146e+01,-2.733336260908127358e+01
-3.670945530763769682e+01,-2.986072089726696888e+01
-3.888257217996508786e+01,-2.454172861954635110e+01
-3.700587824155572747e+01,-2.331953262339656519e+01
-3.209021111962760386e+01,-2.810000560799142733e+01
-3.908045549069564117e+01,-2.197443995983766740e+01
-3.822177840619762179e+01,-2.427875927030243730e+01
-3.866668366514480226e+01,-2.185923792347633565e+01
-4.258067191728220280e+01,-2.553506526095269180e+01
-3.629709937619841043e+01,-1.959243133433574968e+01
-3.437674791009568054e+01,-3.095823837743033380e+01
-3.817677680695916820e+01,-3.426635166245024777e+01
-3.394066739979004410e+01,-2.781258677819018388e+01
-3.734563575302886562e+01,-2.700563948381844881e+01
-3.244629358228423399e+01,-3.009127880382407483e+01
-3.498151645164521995e+01,-2.446526515990138506e+01
-3.302641357515386744e+01,-2.410342128083656732e+01
-3.389837694131736612e+01,-2.442024562165510559e+01
-3.368642467664368922e+01,-2.784153006486089055e+01
-3.614538954398587833e+01,-2.496979009701250973e+01
-3.404295548323111831e+01,-3.122902329632769280e+01
-3.196894409697692652e+01,-2.291709180085529241e+01
-3.878291472462436218e+01,-2.806941567449156949e+01
-3.743408132569415159e+01,-2.808044293934406710e+01
-3.339991508950224386e+01,-2.969028317616373158e+01
-3.484612032148619676e+01,-2.584736554241677098e+01
-3.796256352812812196e+01,-2.399775940832315868e+01
-3.461892080196533783e+01,-2.248772492721554173e+01
-3.332791996351108565e+01,-2.780802612148809771e+01
-3.589021175484795378e+01,-2.007836818587851369e+01
-3.842159173126267291e+01,-2.321507832236596869e+01
-3.263721787017377807e+01,-2.783728088068994566e+01
-3.704838037873303591e+01,-2.620304436938550197e+01
-3.675037678607344560e+01,-2.637093574147304764e+01
-3.275708703605453564e+01,-3.097484663730842058e+01
-3.527892939170909870e+01,-2.789881317258276994e+01
-3.550263624308713872e+01,-2.683142051608292888e+01
-3.830681966166514485e+01,-2.580942471480594946e+01
-3.762894873739245583e+01,-2.834451539189098312e+01
-6.310505616552688934e+01,-2.479115183274435452e+01
-6.694703994555298721e+01,-2.414005327767440079e+01
-7.175644177547088987e+01,-2.094085123618058475e+01
-7.193922270008086173e+01,-1.788835955648972131e+01
-7.466855428725651223e+01,-1.690023120027910863e+01
-7.337874615709877446e+01,-2.213131131992097522e+01
-7.150610541470635440e+01,-2.742473042644236969e+01
-7.581066297302879775e+01,-2.057617582249152832e+01
-6.759178357360111988e+01,-2.335884178516351639e+01
-7.003219551674878574e+01,-1.980214824833869613e+01
-6.988043876804414367e+01,-2.000937598962951824e+01
-7.317711950220679284e+01,-2.804502385087361915e+01
-6.937219255399564588e+01,-2.211223456114491981e+01
-6.946344679924990828e+01,-1.766246157695260166e+01
-6.628330022450630565e+01,-1.825026130666445212e+01
-6.730677535515087584e+01,-1.892470149219344222e+01
-7.237343012347022864e+01,-1.905634648499656691e+01
-7.800514258282593971e+01,-2.055634753883881416e+01
-7.356199493949740997e+01,-2.006770867324936347e+01
-7.165844685666186820e+01,-2.115603678335805071e+01
-6.790269133515971589e+01,-2.043741752720893601e+01
-6.947751972532461195e+01,-2.558838134756887683e+01
-7.200397566896266710e+01,-2.557122988355220272e+01
-7.597414258772013795e+01,-2.240065322325579089e+01
-7.046829206847604610e+01,-2.126832684385112771e+01
-6.605507963229585755e+01,-2.261210486536216635e+01
-6.895284292692755912e+01,-1.862737377225471391e+01
-7.224789575863027835e+01,-2.208461996918042658e+01
-7.008400424429792963e+01,-1.692082590719202173e+01
-7.416091284669076344e+01,-1.730154106085209520e+01
-6.890749318917667665e+01,-1.948145369427037465e+01
-7.040564726097072423e+01,-1.764425234772474482e+01
-6.704532783139228513e+01,-2.670046581427446242e+01
-7.637367721305085411e+01,-2.513888125618565539e+01
-7.414706084580440404e+01,-1.731648127988065156e+01
-6.923874455032303388e+01,-2.242591098835659835e+01
-7.247764049553265409e+01,-3.087805922417995319e+01
-7.145925082970946107e+01,-2.576227739245697990e+01
-7.095269412183084512e+01,-1.999482849553823982e+01
-7.581555543277512754e+01,-3.010948541313051408e+01
-7.064778376775761615e+01,-2.040053226741127901e+01
-7.784424136190013144e+01,-2.759892547782062167e+01
-6.968517791183418808e+01,-2.081882767970323656e+01
-7.700176337251687642e+01,-1.393653669425609998e+01
-7.489351487611375546e+01,-2.401311062137818553e+01
-7.490376574598306547e+01,-2.560624949139898732e+01
-7.520336437177520850e+01,-2.368343379153416706e+01
-6.724231438677917083e+01,-2.253035015676706720e+01
-7.136242073549409781e+01,-2.179001726786120940e+01
-7.327562107999287377e+01,-1.946038026241582131e+01
-6.615168085424666344e+01,-2.098162651304732762e+01
-7.566396372443568907e+01,-2.994581639676803064e+01
-7.485089450520608523e+01,-1.802599845642113863e+01
-6.720303689782028300e+01,-2.329637340936502454e+01
-7.093718145518984386e+01,-2.175255514920135980e+01
-7.099047483856230656e+01,-2.113625887214537968e+01
-7.444733180194695876e+01,-2.196853023637614299e+01
-6.885734665999115123e+01,-2.386896982409148649e+01
-7.059941856586860354e+01,-2.115992444990277122e+01
-7.125364450521522031e+01,-2.052142109723885000e+01
-7.407817831447451340e+01,-2.474855581034131902e+01
-7.319311489381982483e+01,-1.751615423924798520e+01
-6.909030350452070479e+01,-2.014110093454313599e+01
-7.217155570463738457e+01,-2.411074355804198888e+01
-6.734251576241143766e+01,-2.690430160502041446e+01
-7.821645509055881007e+01,-2.391975501387583236e+01
-6.978413381966743145e+01,-2.279614714564988986e+01
-6.989742938766933378e+01,-2.313318300166331198e+01
-6.659529348549908434e+01,-2.484285660727430667e+01
-6.837105326315233356e+01,-2.522688494819960070e+01
-6.902313568343785732e+01,-2.089549167100880211e+01
-7.355035721811746896e+01,-2.430100053206474797e+01
-7.146628096928556317e+01,-2.438054760097940488e+01
-6.954503021412354258e+01,-2.312037819364016755e+01
-6.837001619848905420e+01,-2.178073720778303368e+01
-7.130177553795384426e+01,-2.185566374241703613e+01
-6.818552014539584150e+01,-1.742646089110070307e+01
-7.258373691672632333e+01,-2.035309515424273741e+01
-7.151938282445962614e+01,-1.571579693964015334e+01
-7.405074119257820087e+01,-1.961257062246130900e+01
-7.292580379539023738e+01,-2.040788911685006468e+01
-6.755343420012022193e+01,-1.595634709754254743e+01
-7.432553915620565022e+01,-1.817160238611822365e+01
-6.919806004379236697e+01,-1.870345624698645537e+01
-7.043270363189313343e+01,-2.075691939695985511e+01
-7.144760892640776717e+01,-2.832916718103130904e+01
-7.076834236117250043e+01,-2.560466419724549425e+01
-6.769710097718878217e+01,-2.309601207988098537e+01
-7.234267109505725557e+01,-2.055599353520324257e+01
-7.072656400618876660e+01,-1.753161131963464925e+01
-7.202014498877345261e+01,-2.830239889283605237e+01
-6.797436400462358108e+01,-2.605809604905282129e+01
-7.237060394844002076e+01,-1.727893848676173860e+01
-6.963707570458159068e+01,-2.418805131579737022e+01
-6.578888312528674476e+01,-2.164106385950855227e+01
-7.351232487242737079e+01,-2.332253734774432274e+01
-6.551822760915418087e+01,-2.101490227342781481e+01
-7.618683936509137311e+01,-2.070381151342449755e+01
-6.785205507773764566e+01,-2.219946122824538648e+01
-7.229544636920638823e+01,-2.070382220114379379e+01
3.578598979260662816e+01,2.075544751537110244e+01
3.397373289301123123e+01,1.467944748608143968e+01
3.446898639462720837e+01,2.044794098277753491e+01
3.810509203823838220e+01,1.747705263711513268e+01
3.870620611680058687e+01,1.969084873147125236e+01
4.082594191741419110e+01,2.268473641309617506e+01
3.568976699824314380e+01,1.787611755501507460e+01
3.411684162070912407e+01,2.547890644311279118e+01
4.267038442145963018e+01,1.498267443055989645e+01
3.488032776641994559e+01,1.900811807578012491e+01
3.849023316442512765e+01,2.097067186322164645e+01
3.004689214169182421e+01,2.230458144261418951e+01
3.230983506611897838e+01,1.877243569275085378e+01
3.373461740449447177e+01,2.239713999303917547e+01
3.345347866049479535e+01,2.381600255910617037e+01
3.869433982826181762e+01,1.778645540581483431e+01
3.200753450875021855e+01,1.938831465928358710e+01
3.501526157204904166e+01,2.257996568197082965e+01
3.671336876205170086e+01,2.210813041710627758e+01
3.615001487205320529e+01,1.423771096838460082e+01
3.720799618235393069e+01,1.682874403879289105e+01
3.260240086037472196e+01,1.797833658453462036e+01
3.984787787978075357e+01,1.916268148777565372e+01
4.289654050817562592e+01,1.983315071202493485e+01
3.679311818150574709e+01,1.923358305166665261e+01
3.420921192605067773e+01,2.198289931569556188e+01
3.628632932591999349e+01,2.567909627009361628e+01
3.390270504156339371e+01,2.441339014291758502e+01
3.793075368505641620e+01,1.964097339075008009e+01
3.754591327573112380e+01,2.231021634278978993e+01
3.663611956130932157e+01,2.417649679431799825e+01
3.695322128195363831e+01,1.456419543258110316e+01
3.560872251291506529e+01,1.952655547291024973e+01
3.680049175022765695e+01,1.885558564246549196e+01
3.849407309568939439e+01,2.866691422558404057e+01
3.795242044783585555e+01,1.751363103946014732e+01
3.704052802645286135e+01,2.227856680829441416e+01
4.026433405365244056e+01,2.586627631373677971e+01
3.299357361032032543e+01,2.359385373464030167e+01
3.963957825870075879e+01,1.835295283392811072e+01
3.096413018490724056e+01,1.859548080997165087e+01
3.131206116247898663e+01,1.966770333275264093e+01
3.583155285278530755e+01,2.667790956983474615e+01
3.370796468831907333e+01,1.358449974820079831e+01
3.444099161747008964e+01,2.078864852948941788e+01
3.636706866154259643e+01,2.408287658071968806e+01
3.795295096855813455e+01,1.503983142104718063e+01
3.339831510365893052e+01,1.460464404999185994e+01
3.675691492359001700e+01,2.041822654389642722e+01
3.987450499054683917e+01,2.057196410131464859e+01
3.848854621067279425e+01,1.730865749444349433e+01
3.374265819937378552e+01,1.880737924050861665e+01
3.937250459597390062e+01,2.292992141347429680e+01
3.517781506455854412e+01,1.848293195648145826e+01
3.405448191923496637e+01,2.237605501005239361e+01
3.229757727732703643e+01,2.204692490555637718e+01
4.069834238550578220e+01,1.370078775749190747e+01
4.253090729166454054e+01,2.195866771455605004e+01
3.605478608253331174e+01,2.503045178822662109e+01
3.324965543392642786e+01,2.663669376227230501e+01
4.313876501074085468e+01,1.723993064457089730e+01
3.359616197056126197e+01,1.831580537266762576e+01
3.601908930113331309e+01,2.715323415206531976e+01
4.050160471438437071e+01,1.861150663535877925e+01
3.763389135333087410e+01,1.988057114624738375e+01
4.145107498007184432e+01,1.921878508874256397e+01
3.513640776418318978e+01,1.482552086872604491e+01
3.855900090953493731e+01,1.874886487065806406e+01
4.022767368094530838e+01,2.620473391063825019e+01
3.696095074362814614e+01,2.080088837892819953e+01
4.020243046496271688e+01,1.697630207859403129e+01
3.351954382522755793e+01,2.861884500744112714e+01
3.628245482772868513e+01,2.246171122453061031e+01
3.443747599937155712e+01,2.149599050167128667e+01
4.016807596248189327e+01,1.856421055223546190e+01
3.660979860809695197e+01,2.136330299840335911e+01
4.107996735874605321e+01,1.493297485822729342e+01
3.925776772969474848e+01,1.687607342126077370e+01
3.381528645463667715e+01,2.087594916372339782e+01
4.232344017113601353e+01,1.881555867803711735e+01
3.664560259257498842e+01,2.332541291461489408e+01
3.792373276178415153e+01,1.859727423787345657e+01
3.304987238397200855e+01,2.180195649300661742e+01
3.585586654064568535e+01,1.975193358508996866e+01
3.480074149329199429e+01,2.453393484390726087e+01
3.443767640129839691e+01,1.432145294629450305e+01
3.524613534358498868e+01,1.868469959004431757e+01
3.528879487341609433e+01,1.973213434896354457e+01
3.170219904115165477e+01,1.908721508015779378e+01
2.928371880885532619e+01,2.418952403133744156e+01
4.175914216923398925e+01,2.337428594611862920e+01
3.571662806443293192e+01,1.682415981486524714e+01
3.351191313611104761e+01,2.176189862615465742e+01
3.372340663313244846e+01,1.710814845052126998e+01
4.095595159598114066e+01,2.529958703171531909e+01
3.577646407938667750e+01,1.681530881844936687e+01
3.586522079244343075e+01,2.085640831339829404e+01
3.520385387301436708e+01,2.073506386863349249e+01
4.001377272454708844e+01,1.627263089699120258e+01
3.402597205041023187e+01,2.089088175390000401e+01
